1,21
22,42
43,62
63,69
70,75
76,81
82,86
87,91
92,96
97,100
101,103
104,106
107,109
110,112
113,115
116,123
124,131
132,139
140,147
148,155
156,163
164,172
173,181
182,190
191,199
200,208
209,217
218,225
226,234
235,243
244,252
253,262
263,271
272,280
281,289
290,298
299,307
308,318
319,329
330,337
338,345
346,353
354,362
363,369
370,375
376,381
382,387
388,393
394,399
400,405
406,410
411,416
417,426
427,436
437,445
446,454
455,465
466,475
476,485
486,495
496,504
505,514
515,524
