0.42456,0.954632,1.16874,-1.63689,-0.888637,1.30799,0.765283
-0.0194114,1.20163,1.5109,-1.9614,-1.17966,1.43431,0.637177
0.0316391,1.21432,1.48667,-1.89753,-1.16976,1.46034,0.620194
0.0709723,1.2246,1.46917,-1.85781,-1.18757,1.46648,0.616723
0.0990708,1.23619,1.45698,-1.83128,-1.21681,1.45779,0.617873
0.107316,1.25529,1.45371,-1.81207,-1.24288,1.42945,0.613304
0.139116,1.26433,1.44101,-1.77689,-1.26236,1.42754,0.60897
0.139745,1.28485,1.44293,-1.76682,-1.29662,1.3894,0.608933
0.167401,1.29384,1.43366,-1.73282,-1.31479,1.38413,0.603068
0.16972,1.31193,1.4351,-1.72287,-1.34971,1.34622,0.604546
0.195428,1.32416,1.43003,-1.67837,-1.35161,1.3443,0.58685
0.301533,1.32888,1.40744,-1.51169,-1.25773,1.49303,0.512712
0.324692,1.33882,1.40405,-1.47097,-1.26642,1.48585,0.497081
0.345365,1.34796,1.40143,-1.43628,-1.28052,1.47288,0.485063
0.374023,1.358,1.39827,-1.38458,-1.28277,1.47501,0.46373
0.399007,1.36641,1.39626,-1.3471,-1.30111,1.46742,0.454
0.426601,1.37553,1.39381,-1.29777,-1.30652,1.4652,0.434162
0.45849,1.38649,1.39253,-1.2363,-1.30456,1.47163,0.406265
0.47744,1.39982,1.39777,-1.18888,-1.30509,1.45986,0.380099
0.514749,1.4084,1.39481,-1.12213,-1.30536,1.46952,0.352491
0.553718,1.41728,1.39192,-1.05155,-1.30573,1.47958,0.322828
0.154357,0.930058,1.27574,-1.73149,-0.833047,1.2436,0.578267
-0.0693357,1.10225,1.42788,-1.94626,-1.04077,1.29868,0.554877
0.00937519,1.1201,1.39139,-1.85344,-1.00937,1.36844,0.534768
0.0169529,1.14643,1.38609,-1.82646,-1.01985,1.34346,0.524243
0.00386444,1.20451,1.39336,-1.77529,-0.987904,1.32682,0.483874
0.0023901,1.2359,1.39633,-1.75783,-1.00648,1.29114,0.469361
0.0320272,1.25021,1.38621,-1.71811,-1.01421,1.28994,0.45787
0.0502859,1.26831,1.38177,-1.68845,-1.02872,1.27455,0.442731
0.0532984,1.29306,1.38437,-1.66852,-1.0417,1.24083,0.433302
0.07321,1.31086,1.3814,-1.63316,-1.04839,1.23019,0.416078
0.084577,1.3326,1.38294,-1.60355,-1.05468,1.20904,0.399962
0.102511,1.34918,1.38206,-1.57107,-1.06269,1.19395,0.383989
0.11704,1.38222,1.3915,-1.51859,-1.04399,1.19556,0.349334
0.162421,1.38647,1.38693,-1.46169,-1.05371,1.22298,0.336416
0.171545,1.39971,1.3895,-1.44865,-1.07872,1.18519,0.336215
0.205578,1.41058,1.38883,-1.39317,-1.07521,1.19883,0.314089
0.231617,1.41925,1.38768,-1.3541,-1.08311,1.19153,0.303919
0.270483,1.42956,1.38765,-1.28897,-1.07614,1.21405,0.277996
0.284682,1.44352,1.39269,-1.26313,-1.09067,1.18724,0.266331
0.321312,1.45227,1.39332,-1.20198,-1.08683,1.2019,0.245693
0.335168,1.52895,1.45423,-1.07979,-0.997249,1.25076,0.14598
0.372562,0.967713,1.22644,-1.68519,-0.917324,1.3213,0.777765
-8.48836e-06,1.23646,1.51734,-1.91643,-1.17151,1.48474,0.531331
0.0369379,1.24595,1.50094,-1.88151,-1.18887,1.48337,0.530515
0.0740613,1.25608,1.48456,-1.84091,-1.1995,1.48464,0.524814
0.126126,1.26076,1.47378,-1.8356,-1.2827,1.49941,0.560555
0.160984,1.26858,1.46009,-1.80906,-1.31604,1.49648,0.566493
0.172884,1.28516,1.45762,-1.79525,-1.35175,1.47016,0.570879
0.192607,1.29822,1.45249,-1.77813,-1.38978,1.45307,0.577995
0.207749,1.31191,1.44865,-1.75979,-1.42164,1.43022,0.580724
0.236159,1.32091,1.44032,-1.72111,-1.43248,1.42556,0.572758
0.324983,1.31691,1.41158,-1.71069,-1.55922,1.49617,0.633294
0.343376,1.32817,1.40666,-1.683,-1.58297,1.47899,0.632683
0.369875,1.33711,1.39963,-1.64444,-1.59796,1.47281,0.62304
0.367103,1.35828,1.41018,-1.61891,-1.6087,1.43496,0.610132
0.428002,1.36008,1.39301,-1.55186,-1.61952,1.47586,0.592412
0.448213,1.37089,1.38913,-1.52535,-1.65098,1.45978,0.595283
0.475161,1.37978,1.38519,-1.47976,-1.65995,1.45382,0.577591
0.499437,1.38918,1.38196,-1.43863,-1.67309,1.44241,0.568438
0.593771,1.38758,1.3336,-1.39337,-1.77997,1.51589,0.598455
0.624327,1.39695,1.33021,-1.33473,-1.7808,1.51176,0.571486
0.442104,1.18289,1.68866,-1.07729,-0.969694,2.02337,-0.628548
0.138761,1.70229,1.84194,-1.73723,-1.51228,2.0444,-1.04901
0.176118,1.65538,1.80153,-1.7819,-1.52964,2.04236,-0.963699
0.15318,1.73049,1.82845,-1.76761,-1.44958,2.00514,-0.893578
0.203126,1.71172,1.80441,-1.81002,-1.49963,2.02848,-0.800066
0.251846,1.69605,1.77321,-1.86873,-1.57051,2.04265,-0.705793
0.372744,1.56884,1.62565,-1.89115,-1.58976,2.04439,-0.560386
0.823509,1.20267,1.72249,-0.55985,-1.07676,2.0444,-0.486185
0.118655,1.80689,1.9137,-1.68586,-1.47748,2.0444,-0.885846
0.149431,1.77923,1.89075,-1.74046,-1.52365,2.04177,-0.812836
0.203697,1.71237,1.82569,-1.76282,-1.5342,2.04439,-0.711143
0.282511,1.61869,1.72834,-1.78703,-1.55194,2.0444,-0.607465
0.389024,1.51902,1.60294,-1.79797,-1.56192,2.04439,-0.497204
0.918437,1.28366,1.7727,-0.552128,-1.26252,2.0444,-0.487134
0.171956,1.79233,1.89721,-1.6161,-1.49228,2.04439,-0.879193
0.206985,1.75534,1.86144,-1.66259,-1.52916,2.0438,-0.78786
0.21663,1.77318,1.856,-1.69646,-1.53852,2.01686,-0.708724
0.288672,1.72174,1.7937,-1.72894,-1.59979,2.044,-0.618621
0.389362,1.61275,1.65592,-1.73651,-1.61102,2.04439,-0.491933
0.387063,1.04744,1.30112,-1.04825,-0.523627,1.74477,-0.978403
0.0683625,1.69208,1.75029,-1.62495,-1.31329,1.75822,-0.816188
0.122445,1.66024,1.73779,-1.66637,-1.38681,1.78193,-0.712601
0.223759,1.61219,1.70395,-1.69777,-1.49375,1.85379,-0.612946
0.311853,1.58417,1.65715,-1.70844,-1.56024,1.90381,-0.52112
1.53066,1.29192,0.329196,0.0570955,-0.391367,1.78178,0.30276
1.27099,1.6894,0.387596,0.603758,-0.318472,1.76181,-0.501303
1.74358,1.77428,1.2956,1.66438,-1.38816,2.0444,-2.35243
1.82112,1.84642,1.22504,1.69411,-1.37961,2.00183,-2.29632
1.90919,1.9388,1.14691,1.70341,-1.40561,1.94214,-2.22438
1.07227,2.0444,-0.157588,1.27468,0.602451,2.0444,-0.328967
0.198209,2.04421,-1.01322,1.6666,1.34066,1.97898,-0.658299
