1.50519,-0.239519,0.443027,-0.000796344,1,0,1,0,0,-0.41534,-0.000330754,-0.909666
1.39305,-0.239608,0.197417,-0.000796344,1,0,1,0,0,-0.41534,-0.000330754,-0.909666
1.38059,-0.239618,0.170127,-0.000796344,1,0,1,0,0,-0.41534,-0.000330754,-0.909666
1.37059,-0.239626,0.174454,-0.000796344,1,0,1,0,0,-0.335729,-0.000267356,-0.941959
1.36059,-0.239634,0.178018,-0.000796344,1,0,1,0,0,-0.335729,-0.000267356,-0.941959
1.35059,-0.239642,0.181223,-0.000796344,1,0,1,0,0,-0.242731,-0.000193297,-0.970094
1.34059,-0.23965,0.183725,-0.000796344,1,0,1,0,0,-0.242731,-0.000193297,-0.970094
1.33059,-0.239658,0.185966,-0.000796344,1,0,1,0,0,-0.17267,-0.000137505,-0.98498
1.32059,-0.239666,0.187719,-0.000796344,1,0,1,0,0,-0.17267,-0.000137505,-0.98498
1.31059,-0.239674,0.189472,-0.000796344,1,0,1,0,0,-0.17267,-0.000137505,-0.98498
1.30059,-0.239682,0.190806,-0.000796344,1,0,1,0,0,-0.100396,-7.99497e-05,-0.994948
1.29059,-0.23969,0.191815,-0.000796344,1,0,1,0,0,-0.100396,-7.99497e-05,-0.994948
1.28059,-0.239698,0.192591,-0.000796344,1,0,1,0,0,-0.0290405,-2.31262e-05,-0.999578
1.27059,-0.239706,0.192882,-0.000796344,1,0,1,0,0,-0.0290405,-2.31262e-05,-0.999578
1.26059,-0.239714,0.193172,-0.000796344,1,0,1,0,0,-0.0290405,-2.31262e-05,-0.999578
1.25059,-0.239722,0.193093,-0.000796344,1,0,1,0,0,0.0275557,2.19438e-05,-0.99962
1.24059,-0.239729,0.192818,-0.000796344,1,0,1,0,0,0.0275557,2.19438e-05,-0.99962
1.23059,-0.239737,0.192542,-0.000796344,1,0,1,0,0,0.0275557,2.19438e-05,-0.99962
1.22059,-0.239745,0.192266,-0.000796344,1,0,1,0,0,0.0275557,2.19438e-05,-0.99962
1.21059,-0.239753,0.191991,-0.000796344,1,0,1,0,0,0.0275557,2.19438e-05,-0.99962
1.20059,-0.239761,0.191386,-0.000796344,1,0,1,0,0,0.0718851,5.72453e-05,-0.997413
1.19059,-0.239769,0.190665,-0.000796344,1,0,1,0,0,0.0718851,5.72453e-05,-0.997413
1.18059,-0.239777,0.189944,-0.000796344,1,0,1,0,0,0.0718851,5.72453e-05,-0.997413
1.17059,-0.239785,0.189224,-0.000796344,1,0,1,0,0,0.0718851,5.72453e-05,-0.997413
1.16059,-0.239793,0.188503,-0.000796344,1,0,1,0,0,0.0718851,5.72453e-05,-0.997413
1.15059,-0.239801,0.187413,-0.000796344,1,0,1,0,0,0.114011,9.07921e-05,-0.993479
1.14059,-0.239809,0.186266,-0.000796344,1,0,1,0,0,0.114011,9.07921e-05,-0.993479
1.13059,-0.239817,0.185118,-0.000796344,1,0,1,0,0,0.114011,9.07921e-05,-0.993479
1.12059,-0.239825,0.183971,-0.000796344,1,0,1,0,0,0.114011,9.07921e-05,-0.993479
1.11059,-0.239833,0.182823,-0.000796344,1,0,1,0,0,0.114011,9.07921e-05,-0.993479
1.10059,-0.239841,0.181372,-0.000796344,1,0,1,0,0,0.146959,0.00011703,-0.989143
1.09059,-0.239849,0.179887,-0.000796344,1,0,1,0,0,0.146959,0.00011703,-0.989143
1.08059,-0.239857,0.178401,-0.000796344,1,0,1,0,0,0.146959,0.00011703,-0.989143
1.07059,-0.239865,0.176915,-0.000796344,1,0,1,0,0,0.146959,0.00011703,-0.989143
1.06059,-0.239873,0.17543,-0.000796344,1,0,1,0,0,0.146959,0.00011703,-0.989143
1.05059,-0.239881,0.173944,-0.000796344,1,0,1,0,0,0.146959,0.00011703,-0.989143
1.04059,-0.239888,0.172246,-0.000796344,1,0,1,0,0,0.173589,0.000138236,-0.984818
1.03059,-0.239896,0.170483,-0.000796344,1,0,1,0,0,0.173589,0.000138236,-0.984818
1.02059,-0.239904,0.168721,-0.000796344,1,0,1,0,0,0.173589,0.000138236,-0.984818
1.01059,-0.239912,0.166958,-0.000796344,1,0,1,0,0,0.173589,0.000138236,-0.984818
1.00059,-0.23992,0.165195,-0.000796344,1,0,1,0,0,0.173589,0.000138236,-0.984818
0.990588,-0.239928,0.163433,-0.000796344,1,0,1,0,0,0.173589,0.000138236,-0.984818
0.980588,-0.239936,0.16167,-0.000796344,1,0,1,0,0,0.173589,0.000138236,-0.984818
0.970588,-0.239944,0.159908,-0.000796344,1,0,1,0,0,0.173589,0.000138236,-0.984818
0.960588,-0.239952,0.158029,-0.000796344,1,0,1,0,0,0.200526,0.000159687,-0.979688
0.950588,-0.23996,0.155983,-0.000796344,1,0,1,0,0,0.200526,0.000159687,-0.979688
0.940588,-0.239968,0.153936,-0.000796344,1,0,1,0,0,0.200526,0.000159687,-0.979688
0.930588,-0.239976,0.151889,-0.000796344,1,0,1,0,0,0.200526,0.000159687,-0.979688
0.920588,-0.239984,0.149842,-0.000796344,1,0,1,0,0,0.200526,0.000159687,-0.979688
0.92058,-0.229984,0.149842,-0.000796344,1,0,1,0,0,0.200526,0.000159687,-0.979688
0.920572,-0.219984,0.149842,-0.000796344,1,0,1,0,0,0.200526,0.000159687,-0.979688
0.920564,-0.209984,0.149842,-0.000796344,1,0,1,0,0,0.200526,0.000159687,-0.979688
0.920557,-0.199984,0.149842,-0.000796344,1,0,1,0,0,0.200526,0.000159687,-0.979688
0.920549,-0.189984,0.149842,-0.000796344,1,0,1,0,0,0.200526,0.000159687,-0.979688
0.920541,-0.179984,0.149842,-0.000796344,1,0,1,0,0,0.200526,0.000159687,-0.979688
0.920533,-0.169984,0.149842,-0.000796344,1,0,1,0,0,0.200526,0.000159687,-0.979688
0.930533,-0.169976,0.151889,-0.000796344,1,0,1,0,0,0.200526,0.000159687,-0.979688
0.940533,-0.169968,0.153936,-0.000796344,1,0,1,0,0,0.200526,0.000159687,-0.979688
0.950533,-0.16996,0.155983,-0.000796344,1,0,1,0,0,0.200526,0.000159687,-0.979688
0.960533,-0.169952,0.158029,-0.000796344,1,0,1,0,0,0.200526,0.000159687,-0.979688
0.970533,-0.169944,0.159908,-0.000796344,1,0,1,0,0,0.173589,0.000138236,-0.984818
0.980533,-0.169936,0.16167,-0.000796344,1,0,1,0,0,0.173589,0.000138236,-0.984818
0.990533,-0.169928,0.163433,-0.000796344,1,0,1,0,0,0.173589,0.000138236,-0.984818
1.00053,-0.16992,0.165195,-0.000796344,1,0,1,0,0,0.173589,0.000138236,-0.984818
1.01053,-0.169912,0.166958,-0.000796344,1,0,1,0,0,0.173589,0.000138236,-0.984818
1.02053,-0.169904,0.168721,-0.000796344,1,0,1,0,0,0.173589,0.000138236,-0.984818
1.03053,-0.169896,0.170483,-0.000796344,1,0,1,0,0,0.173589,0.000138236,-0.984818
1.04053,-0.169888,0.172246,-0.000796344,1,0,1,0,0,0.173589,0.000138236,-0.984818
1.05053,-0.169881,0.173944,-0.000796344,1,0,1,0,0,0.146959,0.00011703,-0.989143
1.06053,-0.169873,0.17543,-0.000796344,1,0,1,0,0,0.146959,0.00011703,-0.989143
1.07053,-0.169865,0.176915,-0.000796344,1,0,1,0,0,0.146959,0.00011703,-0.989143
1.08053,-0.169857,0.178401,-0.000796344,1,0,1,0,0,0.146959,0.00011703,-0.989143
1.09053,-0.169849,0.179887,-0.000796344,1,0,1,0,0,0.146959,0.00011703,-0.989143
